Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY14 Budgeted Expenses,FY14 Actual Expenses,FY15 Budgeted Expenses,FY15 Actual Expenses,FY16 Budgeted Expenses,FY16 Actual Expenses,FY17 Budgeted Expenses,FY17 Actual Expenses,FY18 Budgeted Expenses,FY18 Actual Expenses,FY19 Budgeted Expenses,FY19 Actual Expenses
10101,GSD General,1,Administrative,01101502,ADM Contr Nashville Symphony,505320,Contribute/Grant Agency,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00,15000.00
10101,GSD General,1,Administrative,01101503,ADM Contr Adventure Sci Ctr,505320,Contribute/Grant Agency,200000.00,200000.00,200000.00,200000.00,200000.00,200000.00,200000.00,189946.19,200000.00,200000.00,175000.00,175000.00
10101,GSD General,1,Administrative,01101505,ADM Contr Legal Aid Society,505320,Contribute/Grant Agency,178600.00,178600.00,178600.00,178597.00,178200.00,178200.00,186500.00,178024.25,169000.00,161695.82,169000.00,168975.60
10101,GSD General,1,Administrative,01101506,ADM Contr Partnership 2020,505320,Contribute/Grant Agency,300000.00,300000.00,300000.00,300000.00,375000.00,374999.77,375000.00,373181.00,350000.00,350000.00,350000.00,349998.47
10101,GSD General,1,Administrative,01101521,ADM Contr Humane Assoc,505320,Contribute/Grant Agency,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00,12500.00
10101,GSD General,1,Administrative,01101534,ADM Contr Sister Citys,505320,Contribute/Grant Agency,40000.00,40000.00,60000.00,60000.00,60000.00,60000.00,80000.00,80000.00,140000.00,140000.00,80000.00,80000.00
10101,GSD General,1,Administrative,01101552,ADM Contr YWCA Domestic Violen,505320,Contribute/Grant Agency,278500.00,278500.00,278500.00,278500.00,300000.00,300000.00,278700.00,278700.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101555,ADM Contr Second Harvest,505320,Contribute/Grant Agency,172500.00,172500.00,152500.00,152499.96,127000.00,126999.97,88900.00,88899.97,200000.00,200000.00,200000.00,200000.00
10101,GSD General,1,Administrative,01101557,ADM Contr Hermitage,505320,Contribute/Grant Agency,100000.00,100000.00,100000.00,100000.00,100000.00,100000.00,100000.00,100000.00,135000.00,135000.00,125000.00,125000.00
10101,GSD General,1,Administrative,01101562,ADM Mary Parrish Center,505320,Contribute/Grant Agency,43500.00,43499.92,43500.00,43500.00,46400.00,46400.00,51800.00,51800.00,31100.00,31100.00,0.00,0.00
10101,GSD General,1,Administrative,01101565,ADM Jefferson ST United Partne,505320,Contribute/Grant Agency,150000.00,150000.00,300000.00,300000.00,300000.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101566,ADM Contingency Utility Incr,502101,Electric,331600.00,0.00,158800.00,0.00,158800.00,0.00,158800.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101566,ADM Contingency Utility Incr,502102,Water,200000.00,0.00,0.00,0.00,0.00,0.00,-41200.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101566,ADM Contingency Utility Incr,502103,Gas,108800.00,0.00,41200.00,0.00,41200.00,0.00,82400.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101576,ADM Contr Morningstar Dom Viol,505320,Contribute/Grant Agency,108600.00,108590.00,108600.00,107399.00,81900.00,81897.00,107000.00,106989.00,64200.00,64199.90,0.00,0.00
10101,GSD General,1,Administrative,01101578,ADM Barnes Affordable HsgTrust,505320,Contribute/Grant Agency,0.00,0.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101578,ADM Barnes Affordable HsgTrust,531001,Transfer Operational,0.00,0.00,0.00,500000.00,0.00,681969.11,9830000.00,9394950.63,9830000.00,8976005.76,9000000.00,8500447.73
10101,GSD General,1,Administrative,01101578,ADM Barnes Affordable HsgTrust,531809,Transfer HOT Short-term Rental,0.00,0.00,0.00,0.00,1000000.00,318030.89,170000.00,605049.37,170000.00,1023994.14,1000000.00,1499552.27
10101,GSD General,1,Administrative,01101587,ADM Contr Alignment Nashville,505320,Contribute/Grant Agency,100000.00,99996.00,100000.00,100000.00,150000.00,150000.00,150000.00,150000.00,150000.00,150000.00,150000.00,150000.00
10101,GSD General,1,Administrative,01101590,ADM Contr Indepndt Med Exams,502229,Management Consultant,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101592,ADM Educ and AfterSchool Prgs,505320,Contribute/Grant Agency,0.00,0.00,0.00,0.00,0.00,0.00,77600.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101594,ADM Contr FamilyChildrensSrvc,505320,Contribute/Grant Agency,0.00,0.00,13000.00,13000.00,12100.00,12100.00,14000.00,14000.00,8400.00,8400.00,0.00,0.00
10101,GSD General,1,Administrative,01101597,ADM Contr Bookem for Literacy,505320,Contribute/Grant Agency,4500.00,4500.00,19000.00,18756.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101598,ADM Contr FannieBattleDayHome,505320,Contribute/Grant Agency,98400.00,98400.00,33700.00,33700.00,0.00,0.00,51000.00,51000.00,30600.00,30600.00,0.00,0.00
10101,GSD General,1,Administrative,01101602,ADM Subsidy Community Ed,531019,Transfer Community Ed,346500.00,346500.00,346500.00,346500.00,358000.00,358000.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101605,ADM Contr Homework Hotline,505320,Contribute/Grant Agency,43200.00,43200.00,43600.00,43600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101606,ADM Contr McNeillyCtrforChild,505320,Contribute/Grant Agency,58700.00,58594.29,92700.00,91265.30,56700.00,51262.77,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101608,ADM Contr StLukesCommtyHouse,505320,Contribute/Grant Agency,0.00,0.00,0.00,0.00,47300.00,47300.00,39500.00,39500.00,23700.00,23700.00,0.00,0.00
10101,GSD General,1,Administrative,01101612,ADM Contr Nashville CARES,505320,Contribute/Grant Agency,50100.00,50100.00,78800.00,78800.00,113200.00,113200.00,79100.00,79100.00,47500.00,47500.00,0.00,0.00
10101,GSD General,1,Administrative,01101613,ADM Correctional Healthcare,502221,Medical Services,12211700.00,11605306.72,12619700.00,11629666.06,12671700.00,11889753.96,12571700.00,11526278.80,12798100.00,11703857.05,13072100.00,12323375.84
10101,GSD General,1,Administrative,01101614,ADM Forensic Medical Examiner,502221,Medical Services,4313500.00,4458338.11,4313500.00,4495226.79,4378500.00,4581649.67,4544000.00,4162250.80,4574000.00,4552989.12,4574000.00,4549207.47
10101,GSD General,1,Administrative,01101614,ADM Forensic Medical Examiner,505231,Rent Building & Land,0.00,69252.37,0.00,78273.21,0.00,56776.40,0.00,271850.90,220000.00,139965.75,220000.00,133636.94
10101,GSD General,1,Administrative,01101614,ADM Forensic Medical Examiner,505233,Rent Equipment,260000.00,60000.00,260000.00,0.00,260000.00,0.00,260000.00,167807.32,140000.00,201368.68,140000.00,201368.68
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501101,Regular Pay,72500.00,74474.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501112,Pay Plan Improvement,2100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501160,YE Biweekly Sal/Fringe Accr,0.00,252.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501170,Fringe Benefits,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501172,Employer OASDI,4500.00,4304.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501173,Employer SSN Medical,1200.00,1006.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501174,Employer Group Health,6600.00,13428.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501175,Employer Dental Group,300.00,339.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501176,Employer Group Life,200.00,152.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501177,Employer Pension,9500.00,12714.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,501182,Cafe Plan Pre-Tax Savings,100.00,385.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,502362,Personal Contract Service,1055000.00,1021083.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,502451,Employee Out-of-town Travel,0.00,1361.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,502701,Printing/Binding,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,502801,Advertising & Promot'n,5500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,503100,Offc & Admin Supply,2400.00,-3.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101616,ADM* NashvilleAfterZonesAllian,505252,Software License,0.00,746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501101,Regular Pay,41600.00,87315.25,41600.00,88406.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501112,Pay Plan Improvement,5500.00,0.00,6600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501160,YE Biweekly Sal/Fringe Accr,0.00,451.60,0.00,455.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501170,Fringe Benefits,1300.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501172,Employer OASDI,2600.00,5293.58,2600.00,5361.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501173,Employer SSN Medical,600.00,1238.02,600.00,1253.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501174,Employer Group Health,1000.00,5652.00,1000.00,5652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501175,Employer Dental Group,100.00,339.36,100.00,339.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501176,Employer Group Life,100.00,152.10,100.00,170.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501177,Employer Pension,6600.00,14906.51,6600.00,15901.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,501182,Cafe Plan Pre-Tax Savings,100.00,144.24,100.00,146.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,502362,Personal Contract Service,94300.00,0.00,69300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,502451,Employee Out-of-town Travel,1500.00,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,502502,Allowance-Cell/Mobile Devices,1000.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,502701,Printing/Binding,0.00,6574.48,0.00,1688.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,502883,Registration,500.00,415.00,500.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,503100,Offc & Admin Supply,0.00,402.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101617,ADM Office of Sustainability,505233,Rent Equipment,0.00,282.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101619,ADM Contr Backfield In Motion,505320,Contribute/Grant Agency,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,48000.00,28800.00,28800.00,0.00,0.00
10101,GSD General,1,Administrative,01101620,ADM Contr Boy Girls Club,505320,Contribute/Grant Agency,66600.00,66600.00,0.00,0.00,78500.00,78500.00,49900.00,49900.00,29900.00,29900.00,29900.00,29900.00
10101,GSD General,1,Administrative,01101621,ADM Contr League Deaf Hard Hea,505320,Contribute/Grant Agency,54900.00,54900.00,47100.00,47100.00,45700.00,45700.00,74800.00,74800.00,44900.00,44900.00,0.00,0.00
10101,GSD General,1,Administrative,01101622,ADM Contr Martha OBryan Center,505320,Contribute/Grant Agency,100000.00,100000.00,135000.00,135000.00,106200.00,106199.00,75000.00,73083.45,45000.00,45000.00,0.00,0.00
10101,GSD General,1,Administrative,01101623,ADM Contr Monroe Harding Inc,505320,Contribute/Grant Agency,0.00,0.00,61500.00,61500.00,62200.00,62200.00,44100.00,44100.00,26500.00,26500.00,0.00,0.00
10101,GSD General,1,Administrative,01101624,ADM Contr Pencil Foundation,505320,Contribute/Grant Agency,100000.00,100000.00,96100.00,96100.00,98900.00,98900.00,73500.00,73500.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101626,ADM Contr Salama Urban Ministr,505320,Contribute/Grant Agency,0.00,0.00,0.00,0.00,50000.00,50000.00,45100.00,45100.00,27100.00,27000.00,0.00,0.00
10101,GSD General,1,Administrative,01101627,ADM Contr YMCA of Mid TN,505320,Contribute/Grant Agency,0.00,0.00,0.00,0.00,48700.00,40914.63,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101628,ADM Contr Big Brothers Nashvil,505320,Contribute/Grant Agency,89400.00,89400.00,67200.00,67200.00,61900.00,61900.00,71400.00,71400.00,42800.00,42800.00,0.00,0.00
10101,GSD General,1,Administrative,01101629,ADM Contr Conexion Americas,505320,Contribute/Grant Agency,100000.00,100000.00,145600.00,145600.00,33700.00,33700.00,14500.00,14500.00,8700.00,8700.00,0.00,0.00
10101,GSD General,1,Administrative,01101631,ADM Contr Fifty Foward,505320,Contribute/Grant Agency,51800.00,51800.00,50000.00,50000.00,51600.00,51600.00,59900.00,59900.00,150000.00,150000.00,125000.00,125000.00
10101,GSD General,1,Administrative,01101632,ADM Contr Arc of Davidson Co,505320,Contribute/Grant Agency,66000.00,66000.00,36000.00,36000.00,52100.00,52100.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101634,ADM Contr United Way Metro Nas,505320,Contribute/Grant Agency,20200.00,20200.00,45000.00,44964.63,0.00,0.00,70000.00,70000.00,42000.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501101,Regular Pay,0.00,177730.32,0.00,162496.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501102,Leave Pay,0.00,0.00,0.00,865.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501112,Pay Plan Improvement,1400.00,0.00,3700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501160,YE Biweekly Sal/Fringe Accr,0.00,818.73,0.00,426.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501170,Fringe Benefits,400.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501172,Employer OASDI,0.00,10208.62,0.00,9837.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501173,Employer SSN Medical,0.00,2387.50,0.00,2300.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501174,Employer Group Health,0.00,21937.50,0.00,13500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501175,Employer Dental Group,0.00,551.46,0.00,339.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501176,Employer Group Life,0.00,304.20,0.00,340.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501177,Employer Pension,0.00,25155.36,0.00,21595.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501181,FSA Pre-Tax Savings,0.00,364.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,501182,Cafe Plan Pre-Tax Savings,0.00,615.81,0.00,354.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,502362,Personal Contract Service,64400.00,0.00,64400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101636,ADM Poverty Adult Literacy Ini,505320,Contribute/Grant Agency,210600.00,0.00,185600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501101,Regular Pay,0.00,0.00,0.00,55576.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501160,YE Biweekly Sal/Fringe Accr,0.00,0.00,0.00,331.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501172,Employer OASDI,0.00,0.00,0.00,3343.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501173,Employer SSN Medical,0.00,0.00,0.00,781.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501174,Employer Group Health,0.00,0.00,0.00,4945.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501175,Employer Dental Group,0.00,0.00,0.00,296.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501176,Employer Group Life,0.00,0.00,0.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501177,Employer Pension,0.00,0.00,0.00,9996.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,501182,Cafe Plan Pre-Tax Savings,0.00,0.00,0.00,126.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,1,Administrative,01101637,ADM Music Ent Econ Developmt,505320,Contribute/Grant Agency,600000.00,566838.59,1100000.00,1015142.18,875000.00,0.00,2250000.00,2250000.00,1000000.00,1000000.00,0.00,0.00
10101,GSD General,1,Administrative,01101638,ADM TSU Foundation,505320,Contribute/Grant Agency,50000.00,50000.00,50000.00,50000.00,0.00,0.00,0.00,0.00,0.00,0.00,50000.00,50000.00
10101,GSD General,1,Administrative,01101639,ADM Contrib Oasis Center,505320,Contribute/Grant Agency,118000.00,118000.00,107500.00,105860.45,73000.00,73000.00,58100.00,58100.00,34900.00,34900.00,0.00,0.00
10101,GSD General,1,Administrative,01101641,ADM Contr TN CoalitAgstDomViol,505320,Contribute/Grant Agency,65800.00,65799.65,65800.00,65800.00,68500.00,68499.99,51000.00,51000.00,30600.00,21312.70,0.00,0.00
10101,GSD General,1,Administrative,01101642,ADM VUniv Ctr for Health Srvcs,505320,Contribute/Grant Agency,80000.00,78708.54,44900.00,44846.06,60600.00,44467.86,53200.00,45432.49,31900.00,0.00,0.00,0.00
