School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Activity Type,Fiscal Year,Mapped Location
Donelson Middle Prep,MNPS,110 Stewarts Ferry Pike,Nashville,TN,37214,23,Basic Operating,Nashville Symphony,,FY16,"110 Stewarts Ferry Pike
Nashville, TN 37214
(36.167, -86.655671)"
Henry C. Maxwell Elementary School,MNPS,5535 Blue Hole Road,Antioch,TN,37013,650,Basic Operating,Nashville Opera Association,,FY16,"5535 Blue Hole Road
Antioch, TN 37013
(36.031702, -86.673544)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,31,Basic Operating,Country Music Foundation,In-School,FY17,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
Tennessee School for the Blind,Other,115 Stewarts Ferry Pike,Nashville,TN,37214,77,Basic Operating,Nashville Children's Theatre,,FY16,"115 Stewarts Ferry Pike
Nashville, TN 37214
(36.166855, -86.655375)"
Madison Middle Prep,MNPS,300 West Old Hickory Blvd,Madison,TN,37115,10,Basic Operating,Southern Word,,FY16,"300 West Old Hickory Blvd
Madison, TN 37115
(36.263489, -86.716018)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,23,Creation,Choral Arts Link,,FY16,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Schrader Lane Child Care Center,Pre-K/ELC,603 Benton Avenue,Nashville,TN,37208,101,Basic Operating,Tennessee Performing Arts Center,,FY16,"603 Benton Avenue
Nashville, TN 37208
(36.131728, -86.768762)"
Granbery Elementary School,MNPS,5502 Hill Road,Brentwood,TN,37027,4,Basic Operating,W.O. Smith Music School,Out of School,FY17,"5502 Hill Road
Brentwood, TN 37027
(36.047491, -86.752434)"
Fall-Hamilton Advanced Option School,MNPS,510 Wedgewood Avenue,Nashville,TN,37203,500,Basic Operating,Global Education Center,In-School,FY17,"510 Wedgewood Avenue
Nashville, TN 37203
(36.133001, -86.76601)"
Neely's Bend Elementary School,MNPS,1300 Neelys Bend Road,Nashville,TN,37115,430,Basic Operating,Nashville Ballet,In-School,FY17,"1300 Neelys Bend Road
Nashville, TN 37115
(36.239893, -86.672446)"
Rose Park Magnet Math & Science Middle School,MNPS,1025 9th Ave South,Nashville,TN,37203,212,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"1025 9th Ave South
Nashville, TN 37203
(36.142539, -86.780874)"
Croft Design Center Middle Prep,MNPS,482 Elysian Fields Road,Nashville,TN,37211,193,Basic Operating,Nashville Symphony,,FY16,"482 Elysian Fields Road
Nashville, TN 37211
(36.084443, -86.736871)"
Davidson Academy,Private,1414 Old Hickory Blvd,Nashville,TN,37207,10,Basic Operating,Cheekwood,In-School,FY17,"1414 Old Hickory Blvd
Nashville, TN 37207
(36.279632, -86.779502)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,1,Basic Operating,Music City Youth Orchestra,Out of School,FY17,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Eakin Elementary School,MNPS,2500 Fairfax Avenue,Nashville,TN,37212,189,Basic Operating,Nashville Symphony,In-School,FY17,"2500 Fairfax Avenue
Nashville, TN 37212
(36.13475, -86.807413)"
F.H. Jenkins Preparatory School,Private,814 Youngs Lane,Nashville,TN,37207,40,Basic Operating,Nashville Symphony,,FY16,"814 Youngs Lane
Nashville, TN 37207
(36.204759, -86.799082)"
St. Joseph School,Private,1225 Gallatin Pike South,Madison,TN,37115,29,Basic Operating,Country Music Foundation,,FY16,"1225 Gallatin Pike South
Madison, TN 37115
(36.245427, -86.721932)"
Andrew Jackson Elementary School,MNPS,110 Shute Lane,Old Hickory,TN,37138,190,Basic Operating,Tennessee Performing Arts Center,,FY16,"110 Shute Lane
Old Hickory, TN 37138
(36.232084, -86.622589)"
West End Middle Prep,MNPS,3529 West End Avenue,Nashville,TN,37205,83,Basic Operating,Cheekwood,In-School,FY17,"3529 West End Avenue
Nashville, TN 37205
(36.134835, -86.824625)"
Maxwell Elementary,MNPS,5535 Blue Hole Road,Antioch,TN,37013,630,Basic Operating,Nashville Opera,In-School,FY17,"5535 Blue Hole Road
Antioch, TN 37013
(36.031702, -86.673544)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,23,Basic Operating,Southern Word,In-School,FY17,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
East Nashville Magnet High School,MNPS,110 Gallatin Avenue,Nashville,TN,37206,14,Basic Operating,Cheekwood Botanical Garden and Museum of Art,,FY16,"110 Gallatin Avenue
Nashville, TN 37206
(36.178698, -86.750831)"
Jonathan Edwards Classical Academy,Private,4479 Jackson Road,Whites Creek,TN,37189,62,Basic Operating,The Nashville Shakespeare Festival,,FY16,"4479 Jackson Road
Whites Creek, TN 37189
(36.297448, -86.774329)"
Glencliff High School,MNPS,160 Antioch Pike,Nashville,TN,37211,293,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"160 Antioch Pike
Nashville, TN 37211
(36.100889, -86.726609)"
Christ Presbyterian Academy,Private,2323 Old Hickory Boulevard,Nashville,TN,37215,786,Basic Operating,Nashville Children's Theatre,,FY16,"2323 Old Hickory Boulevard
Nashville, TN 37215
(36.050647, -86.878085)"
Harris-Hillman School,MNPS,1706 26th Avenue South,Nashville,TN,37212,19,Basic Operating,Nashville Children's Theatre,,FY16,"1706 26th Avenue South
Nashville, TN 37212
(36.137515, -86.808046)"
Smithson Craighead Academy,MNPS,730 Neelys Bend Road,Madison,TN,37115,3,Basic Operating,W.O. Smith Music School,Out of School,FY16,"730 Neelys Bend Road
Madison, TN 37115
(36.252838, -86.695972)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,3,Basic Operating,W.O. Smith Music School,Out of School,FY16,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Head Magnet Middle Prep,MNPS,1830 Jo Johnson Avenue,Nashville,TN,37203,1,Basic Operating,"Actors Bridge Ensemble Theatre of Nashville, Inc.",Out of School,FY16,"1830 Jo Johnson Avenue
Nashville, TN 37203
(36.159251, -86.803381)"
KIPP Kirkpatrick Elementary School,MNPS,1000 Sevier Street,Nashville,TN,37206,106,Basic Operating,Cheekwood,In-School,FY17,"1000 Sevier Street
Nashville, TN 37206
(36.168341, -86.752899)"
Croft Design Center Middle Prep,MNPS,482 Elysian Fields Road,Nashville,TN,37211,3,Basic Operating,W.O. Smith Music School,Out of School,FY17,"482 Elysian Fields Road
Nashville, TN 37211
(36.084443, -86.736871)"
West End Middle Prep,MNPS,3529 West End Avenue,Nashville,TN,37205,3,Basic Operating,Choral Arts Link,,FY16,"3529 West End Avenue
Nashville, TN 37205
(36.134835, -86.824625)"
Old Center Elementary School,MNPS,1245 Dickerson Pike South,Goodlettsville,TN,37072,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"1245 Dickerson Pike South
Goodlettsville, TN 37072
(36.290781, -86.737701)"
Whitsitt Elementary School,MNPS,110 Whitsitt Road,Nashville,TN,37210,174,Arts Access,Tennessee Performing Arts Center,,FY16,"110 Whitsitt Road
Nashville, TN 37210
(36.114573, -86.736807)"
Oliver Middle Prep,MNPS,6211 Nolensville Pike,Nashville,TN,37211,332,Basic Operating,Country Music Foundation,,FY16,"6211 Nolensville Pike
Nashville, TN 37211
(36.021676, -86.71167)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,140,Basic Operating,Nashville Ballet,In-School,FY17,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,360,Basic Operating,Nashville Ballet,In-School,FY17,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Susan Gray Headstart,Pre-K/ELC,445 Cotton Lane,Nashville,TN,37211,120,Arts Access,Tennessee Performing Arts Center,,FY16,"445 Cotton Lane
Nashville, TN 37211
(36.068533, -86.723691)"
Madison Middle Prep,MNPS,300 West Old Hickory Blvd,Madison,TN,37115,61,Arts Access,Belcourt Theatre,Out of School,FY17,"300 West Old Hickory Blvd
Madison, TN 37115
(36.263489, -86.716018)"
Cane Ridge Elementary,MNPS,3884 Asheford Trace,Antioch,TN,37013,7,Basic Operating,Global Education Center,,FY16,"3884 Asheford Trace
Antioch, TN 37013
(36.04045, -86.619964)"
John Overton High School,MNPS,4820 Franklin Road,Nashville,TN,37220,200,Basic Operating,Tennessee Performing Arts Center,,FY16,"4820 Franklin Road
Nashville, TN 37220
(36.080138, -86.772727)"
Hunters Lane High School,MNPS,1150 Hunters Lane,Nashville,TN,37207,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"1150 Hunters Lane
Nashville, TN 37207
(36.277943, -86.753492)"
F.H. Jenkins Preparatory School,Private,814 Youngs Lane,Nashville,TN,37207,101,Basic Operating,Nashville Children's Theatre,In-School,FY17,"814 Youngs Lane
Nashville, TN 37207
(36.204759, -86.799082)"
Priest Lake Christian Academy,Private,3325 Anderson Road,Nashville,TN,37013,22,Basic Operating,Nashville Symphony,,FY16,"3325 Anderson Road
Nashville, TN 37013
(36.082915, -86.605932)"
Lockeland Design Center Elementary,MNPS,105 South 17th Street,Nashville,TN,37206,350,Basic Operating,Nashville Ballet,In-School,FY17,"105 South 17th Street
Nashville, TN 37206
(36.176312, -86.739761)"
Gra-Mar Middle Prep,MNPS,575 Joyce Lane,Nashville,TN,37216,122,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"575 Joyce Lane
Nashville, TN 37216
(36.232399, -86.745515)"
Jonathan Edwards Classical Academy,Private,4479 Jackson Road,Nashville,TN,37189,58,Basic Operating,Nashville Shakespeare Festival,In-School,FY17,"4479 Jackson Road
Nashville, TN 37189
(36.297448, -86.774329)"
Antioch Middle Prep,MNPS,5050 Blue Hole Road,Antioch,TN,37013,3,Basic Operating,W.O. Smith Music School,Out of School,FY16,"5050 Blue Hole Road
Antioch, TN 37013
(36.056908, -86.672419)"
Glendale Elementary School,MNPS,800 Thompson Avenue,Nashville,TN,37204,500,Basic Operating,Nashville Symphony,,FY16,"800 Thompson Avenue
Nashville, TN 37204
(36.09517, -86.784848)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,30,Basic Operating,abrasiveMedia,,FY16,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Richland Head Start,Pre-K/ELC,5900 Charlotte Pike,Nashville,TN,37209,148,Basic Operating,Nashville Ballet,In-School,FY17,"5900 Charlotte Pike
Nashville, TN 37209
(36.149043, -86.863323)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,3,Basic Operating,Choral Arts Link,,FY16,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
A.Z. Kelley Elementary School,MNPS,5834 Pettus Road,Antioch,TN,37213,1,Basic Operating,Choral Arts Link,Out of School,FY17,"5834 Pettus Road
Antioch, TN 37213
(36.022988, -86.664651)"
H.G. Hill Middle Prep,MNPS,150 Davidson Road,Nashville,TN,37205,140,Basic Operating,Country Music Foundation,,FY16,"150 Davidson Road
Nashville, TN 37205
(36.115731, -86.865743)"
DuPont Tyler Middle Prep,MNPS,431 Tyler Drive,Hermitage,TN,37076,4,Basic Operating,Music City Youth Orchestra,Out of School,FY17,"431 Tyler Drive
Hermitage, TN 37076
(36.198483, -86.611917)"
Gower Elementary School,MNPS,650 Old Hickory Blvd,Nashville,TN,37209,132,Basic Operating,Nashville Children's Theatre,,FY16,"650 Old Hickory Blvd
Nashville, TN 37209
(36.115285, -86.923093)"
West End Middle Prep,MNPS,3529 West End Avenue,Nashville,TN,37205,60,Arts Access,Nashville Ballet,In-School,FY17,"3529 West End Avenue
Nashville, TN 37205
(36.134835, -86.824625)"
Hume-Fogg Magnet High School,MNPS,700 Broadway,Nashville,TN,37203,202,Basic Operating,Southern Word,In-School,FY17,"700 Broadway
Nashville, TN 37203
(36.159164, -86.781476)"
Stratford STEM Magnet School Lower Campus,MNPS,1800 Stratford Avenue,Nashville,TN,37216,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"1800 Stratford Avenue
Nashville, TN 37216
(36.198164, -86.717083)"
Nashville Christian School,Private,7555 Sawyer Brown Road,Nashville,TN,37221,230,Basic Operating,The Nashville Shakespeare Festival,,FY16,"7555 Sawyer Brown Road
Nashville, TN 37221
(36.106683, -86.930689)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,2,Basic Operating,Music City Youth Orchestra,Out of School,FY17,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
Valor Collegiate Academy,MNPS,4527 Nolensville Pike,Nashville,TN,37211,50,Basic Operating,YEAH!,Out of School,FY17,"4527 Nolensville Pike
Nashville, TN 37211
(36.071565, -86.723703)"
Rosebank STEM School,MNPS,1012 Preston Drive,Nashville,TN,37206,2,Basic Operating,Choral Arts Link,Out of School,FY17,"1012 Preston Drive
Nashville, TN 37206
(36.184389, -86.717303)"
Cumberland Elementary School,MNPS,4247 Cato Road,Nashville,TN,37218,2,Arts Access,"East Nashville Hope Exchange, Inc.",Out of School,FY16,"4247 Cato Road
Nashville, TN 37218
(36.212186, -86.866175)"
Hillwood High School,MNPS,400 Davidson Road,Nashville,TN,37205,31,Basic Operating,Cheekwood,In-School,FY17,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
Homeschool,Home Schooled,,,TN,,15,Basic Operating,Moves and Grooves Inc.,Out of School,FY16,"TN
(35.842998, -86.343226)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,90,Basic Operating,Southern Word,,FY16,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
ChalkBoard Art Class,Home Schooled,,,TN,,14,Basic Operating,Frist Center for the Visual Arts,,FY16,"TN
(35.842998, -86.343226)"
Abintra Montessori School,Private,914 Davidson Drive,Nashville,TN,37205,124,Basic Operating,Nashville Symphony,,FY16,"914 Davidson Drive
Nashville, TN 37205
(36.118209, -86.899237)"
Cane Ridge High School,MNPS,12848 Old Hickory Boulevard,Antioch,TN,37013,2,Basic Operating,W.O. Smith Music School,Out of School,FY16,"12848 Old Hickory Boulevard
Antioch, TN 37013
(36.026553, -86.615508)"
Glencliff High School,MNPS,160 Antioch Pike,Nashville,TN,37211,77,Basic Operating,Country Music Foundation,,FY16,"160 Antioch Pike
Nashville, TN 37211
(36.100889, -86.726609)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,105,Basic Operating,Southern Word,In-School,FY17,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Thomas A. Edison Elementary School,MNPS,6130 Mt. View Road,Antioch,TN,37013,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"6130 Mt. View Road
Antioch, TN 37013
(36.063319, -86.607009)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,100,Basic Operating,Global Education Center,Out of School,FY17,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,33,Basic Operating,Cheekwood Botanical Garden and Museum of Art,,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
Bellshire Elementary Design Center,MNPS,1128 Bell Grimes Lane,Nashville,TN,37207,6,After-School Arts,Frist Center for the Visual Arts,Out of School,FY16,"1128 Bell Grimes Lane
Nashville, TN 37207
(36.268937, -86.761344)"
Pearl Cohn Enternationment Magnet High School,MNPS,904 26th Avenue North,Nashville,TN,37208,191,Basic Operating,Southern Word,,FY16,"904 26th Avenue North
Nashville, TN 37208
(36.164278, -86.816051)"
Knowledge Academy,MNPS,5320 Hickory Hollow Parkway,Antioch,TN,37013,3,Basic Operating,W.O. Smith Music School,Out of School,FY16,"5320 Hickory Hollow Parkway
Antioch, TN 37013
(36.046023, -86.65413)"
Born Again Christian Academy,Private,858 West Trinity Lane,Nashville,TN,37207,60,Basic Operating,Nashville Children's Theatre,,FY16,"858 West Trinity Lane
Nashville, TN 37207
(36.207112, -86.802671)"
Glenview Elementary School,MNPS,1020 Patricia Drive,Nashville,TN,37217,50,Arts Access,"Native American Indian Association of TN, Inc.",,FY16,"1020 Patricia Drive
Nashville, TN 37217
(36.128499, -86.70726)"
Stratford STEM Magnet School Lower Campus,MNPS,1800 Stratford Avenue,Nashville,TN,37216,12,Basic Operating,Southern Word,,FY16,"1800 Stratford Avenue
Nashville, TN 37216
(36.198164, -86.717083)"
Nashville Prep,MNPS,1300 56th Avenue North,Nashville,TN,37209,2,Basic Operating,W.O. Smith Music School,Out of School,FY16,"1300 56th Avenue North
Nashville, TN 37209
(36.162413, -86.855633)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,352,Basic Operating,Nashville Opera,In-School,FY17,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Cane Ridge High School,MNPS,12848 Old Hickory Boulevard,Antioch,TN,37013,389,Basic Operating,Country Music Foundation,In-School,FY17,"12848 Old Hickory Boulevard
Antioch, TN 37013
(36.026553, -86.615508)"
J.T. Moore Middle Prep,MNPS,4425 Granny White Pike,Nashville,TN,37204,22,After-School Arts,PENCIL Foundation,Out of School,FY16,"4425 Granny White Pike
Nashville, TN 37204
(36.09542, -86.801241)"
Cole Elementary School,MNPS,5060 Colemont Drive,Antioch,TN,37013,472,Basic Operating,Country Music Foundation,,FY16,"5060 Colemont Drive
Antioch, TN 37013
(36.058085, -86.699196)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,1068,Basic Operating,Nashville Children's Theatre,,FY16,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Antioch Middle Prep,MNPS,5050 Blue Hole Road,Antioch,TN,37013,217,Basic Operating,Nashville Children's Theatre,In-School,FY17,"5050 Blue Hole Road
Antioch, TN 37013
(36.056908, -86.672419)"
East End Prep,MNPS,1460 McGavock Pike,Nashville,TN,37216,6,Arts Access,East Nashville Hope Exchange,Out of School,FY17,"1460 McGavock Pike
Nashville, TN 37216
(36.207179, -86.718799)"
Harpeth Hall School,Private,3801 Hobbs Road,Nashville,TN,37215,97,Basic Operating,Nashville Shakespeare Festival,In-School,FY17,"3801 Hobbs Road
Nashville, TN 37215
(36.103441, -86.840497)"
Charlotte Park Elementary Pre-K,Pre-K/ELC,480 Annex Avenue,Nashville,TN,37209,1,Arts Access,Global Education Center,Out of School,FY17,"480 Annex Avenue
Nashville, TN 37209
(36.15212, -86.88324)"
Primrose School,Pre-K/ELC,1915 Charlotte Avenue,Nashville,TN,37203,79,Basic Operating,Cheekwood,In-School,FY17,"1915 Charlotte Avenue
Nashville, TN 37203
(36.157418, -86.802279)"
Hillsboro High School,MNPS,3812 Hillsboro Pike,Nashville,TN,37215,2,Basic Operating,Cheekwood,In-School,FY17,"3812 Hillsboro Pike
Nashville, TN 37215
(36.107472, -86.812867)"
Whitsett Elementary School,MNPS,110 Whitsitt Road,Nashville,TN,37210,2,Basic Operating,W.O. Smith Music School,Out of School,FY16,"110 Whitsitt Road
Nashville, TN 37210
(36.114573, -86.736807)"
Middle College High School,MNPS,120 White Bridge Road,Nashville,TN,37209,38,Basic Operating,Nashville Repertory Theatre,In-School,FY17,"120 White Bridge Road
Nashville, TN 37209
(36.134879, -86.858326)"
Christ Presbyterian Academy,Private,2323 Old Hickory Boulevard,Nashville,TN,37215,40,Basic Operating,Tennessee Performing Arts Center,Out of School,FY17,"2323 Old Hickory Boulevard
Nashville, TN 37215
(36.050647, -86.878085)"
Chadwell Elementary School,MNPS,321 Port Drive,Nashville,TN,37115,168,Basic Operating,Country Music Foundation,,FY16,"321 Port Drive
Nashville, TN 37115
(36.256975, -86.741981)"
East Nashville Magnet High School,MNPS,110 Gallatin Avenue,Nashville,TN,37206,166,Basic Operating,Southern Word,In-School,FY17,"110 Gallatin Avenue
Nashville, TN 37206
(36.178698, -86.750831)"
